,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1120,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,Medium,Female,Very High,High,2,Sales Executive,High,Single,Average,High,2,No,Low,Excellent,Medium,0,7 to 10 years,5,Best,<= 3 years,<= 2 years,1 year,<= 2 years
1121,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Medium,Female,High,High,2,Sales Executive,High,Single,High,Very High,6,No,Average,Excellent,Low,0,11 to 15 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
1122,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,Medium,Male,Very High,High,1,Laboratory Technician,High,Single,Average,High,1,Yes,High,Excellent,Very High,0,7 to 10 years,3,Better,Over 9 years,Over 7 years,1 year,4 to 7 years
1123,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Medical,Low,Female,Average,High,2,Healthcare Representative,High,Single,High,Low,3,Yes,High,Excellent,High,0,7 to 10 years,4,Better,4 to 5 years,<= 2 years,None,Over 7 years
1124,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Medical,Very High,Male,Low,Very High,3,Sales Executive,Very High,Married,High,Low,2,No,Low,Excellent,Low,1,11 to 15 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1125,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,Low,Male,Very High,High,2,Healthcare Representative,High,Divorced,Very High,Very High,1,No,Very High,Excellent,Very High,1,<= 6 years,0,Best,6 to 9 years,4 to 7 years,1 year,3 years
1126,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Bachelor,Marketing,High,Male,Average,High,5,Manager,High,Married,Very High,High,4,Yes,High,Excellent,High,1,Over 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1127,Young,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Technical Degree,Very High,Male,Low,Very High,1,Research Scientist,Very High,Married,Low,Average,2,No,High,Excellent,Very High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1128,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Master,Life Sciences,Low,Male,High,Very High,2,Laboratory Technician,Very High,Married,High,High,3,Yes,Average,Excellent,Very High,1,7 to 10 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
1129,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Other,Very High,Male,Very High,Medium,5,Manager,Medium,Single,Very High,Very High,8,No,Very High,Outstanding,Very High,0,Over 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1130,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Medium,Male,Low,Very High,2,Laboratory Technician,Very High,Married,Average,Very High,1,No,High,Excellent,Very High,2,7 to 10 years,3,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1131,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Master,Technical Degree,Very High,Male,Very High,Medium,2,Healthcare Representative,Medium,Married,High,High,1,No,Average,Excellent,Medium,1,7 to 10 years,3,Good,6 to 9 years,<= 2 years,Over 3 years,4 to 7 years
1132,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,College,Life Sciences,Very High,Female,Very High,High,2,Sales Executive,High,Married,Average,Average,1,No,High,Excellent,High,1,<= 6 years,2,Better,4 to 5 years,4 to 7 years,1 year,<= 2 years
1133,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,Very High,Male,Very High,Very High,1,Laboratory Technician,Very High,Divorced,Average,Low,5,No,Low,Excellent,High,1,7 to 10 years,0,Better,6 to 9 years,4 to 7 years,None,<= 2 years
1134,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Life Sciences,High,Male,Average,Medium,1,Laboratory Technician,Medium,Married,Low,Low,1,No,High,Excellent,Very High,1,<= 6 years,5,Good,<= 3 years,<= 2 years,None,<= 2 years
1135,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Very High,Male,Average,Very High,4,Manager,Very High,Single,Very High,Low,1,No,High,Excellent,Medium,0,Over 15 years,5,Bad,Over 9 years,<= 2 years,None,Over 7 years
1136,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,High,Male,Average,High,1,Laboratory Technician,High,Married,Low,Low,1,Yes,High,Excellent,High,3,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
1137,Young,No,Non-Travel,Very High,Research & Development,Very Long,College,Other,Medium,Female,Very High,Medium,1,Research Scientist,Medium,Married,Low,Average,1,Yes,Average,Excellent,Medium,0,<= 6 years,2,Good,4 to 5 years,<= 2 years,1 year,3 years
1138,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Doctor,Medical,Medium,Male,Low,High,4,Healthcare Representative,High,Married,Very High,Very High,2,Yes,High,Excellent,High,1,Over 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1139,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Other,Medium,Female,Low,Very High,1,Research Scientist,Very High,Married,Average,High,3,No,High,Excellent,Very High,2,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
1140,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Medium,Female,Low,High,5,Research Director,High,Divorced,Very High,Low,0,Yes,Average,Excellent,Very High,1,Over 15 years,4,Good,Over 9 years,4 to 7 years,1 year,Over 7 years
1141,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,Medium,Male,Low,Medium,1,Research Scientist,Medium,Married,Low,Low,1,No,Low,Excellent,Medium,1,<= 6 years,3,Good,6 to 9 years,4 to 7 years,1 year,<= 2 years
1142,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Doctor,Medical,High,Female,Average,Low,2,Laboratory Technician,Low,Single,High,Very High,1,Yes,Average,Excellent,Low,0,7 to 10 years,3,Better,Over 9 years,4 to 7 years,1 year,Over 7 years
1143,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,Bachelor,Marketing,Low,Male,Average,Medium,2,Sales Executive,Medium,Married,Average,Very High,1,No,High,Excellent,Low,1,7 to 10 years,2,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
1144,Middle-Age,No,Travel_Frequently,Very High,Sales,Short,Master,Other,Very High,Male,Average,High,2,Sales Executive,High,Single,High,Very High,7,No,Average,Excellent,Very High,0,7 to 10 years,3,Better,4 to 5 years,<= 2 years,None,3 years
1145,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,High,Female,High,High,2,Manufacturing Director,High,Married,Average,Average,9,Yes,Low,Excellent,Medium,2,7 to 10 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1146,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Master,Life Sciences,High,Male,Low,Very High,2,Manufacturing Director,Very High,Divorced,Average,High,1,No,Average,Excellent,Low,1,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
1147,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,High,Female,Very High,High,1,Laboratory Technician,High,Married,Average,Very High,1,No,Average,Excellent,Very High,1,7 to 10 years,3,Good,6 to 9 years,4 to 7 years,1 year,Over 7 years
1148,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Doctor,Medical,Medium,Male,High,High,2,Manufacturing Director,High,Married,High,Low,2,No,Average,Excellent,Very High,3,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1149,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Other,Very High,Male,High,Medium,1,Laboratory Technician,Medium,Divorced,Average,High,1,No,Low,Excellent,Low,2,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
1150,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Doctor,Life Sciences,Medium,Male,Low,Very High,2,Research Scientist,Very High,Married,High,Very High,1,No,Low,Excellent,Very High,0,Over 15 years,2,Better,Over 9 years,Over 7 years,1 year,Over 7 years
1151,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Female,Low,Low,2,Manufacturing Director,Low,Divorced,Average,High,0,No,Very High,Outstanding,Medium,1,<= 6 years,5,Good,4 to 5 years,3 years,None,<= 2 years
1152,Young,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,High,Male,Very High,High,1,Research Scientist,High,Single,Average,Very High,1,No,High,Excellent,High,0,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1153,Young,Yes,Travel_Frequently,Very High,Sales,Normal,College,Medical,Medium,Female,High,High,1,Sales Representative,High,Single,Low,High,1,Yes,Low,Excellent,High,0,<= 6 years,2,Best,<= 3 years,<= 2 years,None,<= 2 years
1154,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Very Long,Master,Life Sciences,Very High,Female,Very High,High,5,Manager,High,Married,Very High,Low,3,No,Low,Excellent,High,1,Over 15 years,2,Better,4 to 5 years,<= 2 years,1 year,<= 2 years
1155,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,High,Male,High,Medium,2,Laboratory Technician,Medium,Divorced,Average,Average,0,No,High,Excellent,Very High,1,11 to 15 years,3,Better,Over 9 years,Over 7 years,None,4 to 7 years
1156,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Female,High,Medium,3,Manufacturing Director,Medium,Married,Very High,Very High,1,No,Average,Excellent,Very High,2,Over 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1157,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Master,Life Sciences,High,Female,Average,High,2,Healthcare Representative,High,Married,Average,Average,1,No,Low,Excellent,Very High,1,11 to 15 years,5,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
1158,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,High,Male,Very High,High,2,Manufacturing Director,High,Married,High,Very High,3,No,High,Excellent,Low,3,7 to 10 years,2,Good,4 to 5 years,3 years,None,<= 2 years
1159,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Bachelor,Medical,Low,Female,High,High,2,Manufacturing Director,High,Single,High,Low,0,No,Average,Excellent,Very High,0,7 to 10 years,2,Bad,6 to 9 years,<= 2 years,2 to 3 years,Over 7 years
1160,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Other,Very High,Female,Average,Medium,2,Manufacturing Director,Medium,Divorced,High,Low,1,No,Very High,Excellent,Low,2,7 to 10 years,3,Better,Over 9 years,4 to 7 years,2 to 3 years,Over 7 years
1161,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Medical,Very High,Female,Average,Medium,3,Manufacturing Director,Medium,Married,High,Average,3,Yes,Very High,Excellent,Very High,1,7 to 10 years,6,Best,4 to 5 years,4 to 7 years,None,<= 2 years
1162,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Long,Bachelor,Medical,Very High,Male,Average,Medium,3,Sales Executive,Medium,Married,Very High,Very High,9,No,High,Excellent,High,0,11 to 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,<= 2 years
1163,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Medium,Female,High,High,1,Research Scientist,High,Married,Average,Average,1,No,Low,Excellent,Low,1,7 to 10 years,2,Bad,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1164,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,High,Female,Very High,High,3,Manufacturing Director,High,Single,High,High,6,Yes,High,Excellent,Very High,0,Over 15 years,2,Good,4 to 5 years,<= 2 years,2 to 3 years,3 years
1165,Middle-Age,No,Travel_Frequently,Very High,Human Resources,Short,Doctor,Human Resources,Low,Male,Low,High,2,Human Resources,High,Married,High,Average,4,Yes,Low,Excellent,High,0,11 to 15 years,3,Better,Over 9 years,4 to 7 years,None,<= 2 years
1166,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,Doctor,Medical,High,Male,Very High,Medium,4,Manager,Medium,Married,Very High,Low,2,No,Very High,Outstanding,Medium,1,Over 15 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1167,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,College,Medical,Low,Male,Average,Low,2,Sales Executive,Low,Divorced,High,Very High,6,Yes,Average,Excellent,Very High,2,7 to 10 years,2,Good,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1168,Young,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Technical Degree,Low,Female,Low,High,1,Research Scientist,High,Single,Average,High,1,Yes,Average,Excellent,High,0,<= 6 years,2,Better,6 to 9 years,3 years,1 year,3 years
1169,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Medium,Female,Very High,Very High,1,Research Scientist,Very High,Married,Average,Very High,7,No,High,Excellent,Low,0,<= 6 years,0,Better,<= 3 years,<= 2 years,None,<= 2 years
1170,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Medical,Very High,Male,Very High,High,1,Research Scientist,High,Single,Low,Low,2,No,Average,Excellent,High,0,<= 6 years,0,Good,4 to 5 years,<= 2 years,1 year,<= 2 years
1171,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Male,High,High,1,Laboratory Technician,High,Single,Low,Low,3,Yes,Average,Excellent,Medium,0,7 to 10 years,3,Bad,4 to 5 years,<= 2 years,None,3 years
1172,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Bachelor,Medical,High,Male,Low,Medium,2,Sales Executive,Medium,Single,High,Very High,9,No,Low,Excellent,High,0,7 to 10 years,2,Better,4 to 5 years,<= 2 years,1 year,Over 7 years
1173,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Life Sciences,Medium,Female,Low,High,3,Healthcare Representative,High,Married,High,Very High,4,No,Low,Excellent,High,2,7 to 10 years,6,Better,<= 3 years,<= 2 years,None,<= 2 years
1174,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Below College,Life Sciences,Very High,Male,High,Very High,2,Manufacturing Director,Very High,Divorced,High,Low,1,No,High,Excellent,High,2,7 to 10 years,6,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
1175,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Very High,Male,Average,High,2,Manufacturing Director,High,Married,High,Low,4,No,Very High,Outstanding,High,0,7 to 10 years,3,Better,4 to 5 years,4 to 7 years,1 year,<= 2 years
1176,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Other,Low,Female,High,High,4,Research Director,High,Married,Very High,Low,3,No,High,Excellent,Medium,2,Over 15 years,2,Better,4 to 5 years,<= 2 years,1 year,<= 2 years
1177,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Doctor,Life Sciences,Very High,Female,Average,Medium,3,Research Director,Medium,Divorced,Very High,Very High,5,No,High,Excellent,High,3,Over 15 years,3,Better,Over 9 years,Over 7 years,1 year,Over 7 years
1178,Young,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Medical,High,Female,Low,High,1,Sales Representative,High,Single,Low,Average,1,No,Very High,Excellent,Low,0,<= 6 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1179,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Very High,Female,Average,High,2,Research Scientist,High,Divorced,High,High,1,No,Low,Excellent,High,1,11 to 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1180,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Male,High,High,1,Laboratory Technician,High,Single,Low,Average,2,No,Low,Excellent,High,0,11 to 15 years,4,Better,4 to 5 years,3 years,1 year,3 years
1181,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Life Sciences,High,Female,Low,Medium,4,Healthcare Representative,Medium,Married,Very High,Average,2,Yes,Very High,Excellent,Medium,1,Over 15 years,3,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
1182,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Master,Medical,Very High,Female,Low,Medium,2,Manufacturing Director,Medium,Married,Average,High,0,No,High,Excellent,High,0,<= 6 years,6,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1183,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Life Sciences,Very High,Male,High,Very High,2,Healthcare Representative,Very High,Divorced,High,Very High,6,No,Very High,Outstanding,Low,1,11 to 15 years,3,Better,4 to 5 years,4 to 7 years,None,Over 7 years
1184,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Doctor,Medical,Medium,Female,Very High,High,4,Manager,High,Married,Very High,High,3,No,Very High,Outstanding,High,1,Over 15 years,6,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1185,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,College,Life Sciences,High,Male,Average,Medium,4,Research Director,Medium,Married,Very High,Low,1,No,Very High,Outstanding,Low,1,11 to 15 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1186,Middle-Age,Yes,Travel_Frequently,Very High,Sales,Long,Master,Other,Very High,Male,Low,High,2,Sales Executive,High,Single,Average,Average,3,Yes,Very High,Outstanding,Low,0,11 to 15 years,2,Best,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1187,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Life Sciences,Very High,Male,Very High,High,2,Research Scientist,High,Married,Average,Average,7,No,High,Excellent,Very High,2,Over 15 years,4,Best,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
1188,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Medical,Low,Male,Low,Medium,2,Sales Executive,Medium,Divorced,Average,Low,1,Yes,Average,Excellent,Medium,1,7 to 10 years,3,Good,Over 9 years,<= 2 years,None,Over 7 years
1189,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Medical,Very High,Male,Very High,High,2,Sales Executive,High,Divorced,High,Low,1,No,Average,Excellent,High,2,<= 6 years,5,Better,6 to 9 years,<= 2 years,None,Over 7 years
1190,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Medical,Very High,Male,Low,High,2,Research Scientist,High,Divorced,High,Very High,0,No,Average,Excellent,High,2,7 to 10 years,4,Good,6 to 9 years,4 to 7 years,1 year,4 to 7 years
1191,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Low,Female,High,High,2,Sales Executive,High,Married,High,Very High,1,No,Low,Excellent,Low,2,7 to 10 years,2,Better,Over 9 years,<= 2 years,None,<= 2 years
1192,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Very High,Female,High,High,1,Laboratory Technician,High,Divorced,Low,Very High,4,Yes,High,Excellent,Medium,1,Over 15 years,2,Good,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1193,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Medical,Very High,Female,Low,Medium,1,Laboratory Technician,Medium,Single,Low,Very High,1,No,Very High,Outstanding,Medium,0,<= 6 years,3,Better,4 to 5 years,3 years,2 to 3 years,3 years
1194,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Medium,Female,Low,Very High,4,Manager,Very High,Divorced,Very High,Very High,6,No,Average,Excellent,High,3,Over 15 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1195,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Male,Low,High,4,Manager,High,Single,Very High,Very High,4,No,Average,Excellent,Low,0,Over 15 years,2,Better,6 to 9 years,4 to 7 years,None,<= 2 years
1196,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,College,Life Sciences,Very High,Male,High,High,3,Sales Executive,High,Single,High,Average,3,Yes,High,Excellent,Very High,0,Over 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1197,Young,No,Travel_Rarely,Very High,Sales,Long,Below College,Life Sciences,Very High,Male,Average,High,1,Sales Representative,High,Single,Low,Very High,1,No,Low,Excellent,Low,0,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
1198,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,Bachelor,Life Sciences,High,Female,Low,High,2,Sales Executive,High,Divorced,High,High,1,Yes,Very High,Outstanding,High,1,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,1 year,<= 2 years
1199,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,Low,Male,High,High,2,Healthcare Representative,High,Married,High,Low,6,No,Average,Excellent,Medium,2,7 to 10 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
1200,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Short,Bachelor,Life Sciences,High,Female,Low,High,1,Human Resources,High,Divorced,Average,Low,4,Yes,High,Excellent,Low,3,7 to 10 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1201,Young,Yes,Travel_Rarely,Very High,Research & Development,Long,Below College,Medical,Very High,Male,Very High,Medium,1,Laboratory Technician,Medium,Single,Average,Very High,1,Yes,Low,Excellent,Low,0,<= 6 years,2,Better,4 to 5 years,4 to 7 years,1 year,<= 2 years
1202,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Very High,Female,Very High,High,1,Laboratory Technician,High,Married,Average,Very High,7,No,Very High,Excellent,Very High,1,7 to 10 years,5,Good,<= 3 years,<= 2 years,None,<= 2 years
1203,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,Medium,Male,Low,Very High,3,Healthcare Representative,Very High,Married,High,Low,3,No,High,Excellent,High,0,11 to 15 years,2,Better,4 to 5 years,3 years,1 year,<= 2 years
1204,Middle-Age,Yes,Travel_Frequently,Very High,Sales,Normal,College,Medical,Very High,Female,Very High,High,1,Sales Representative,High,Married,Low,Average,2,Yes,Low,Excellent,High,2,Over 15 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1205,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Short,Master,Life Sciences,Very High,Male,Very High,High,1,Laboratory Technician,High,Single,Low,Very High,1,No,Low,Excellent,Low,0,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1206,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Bachelor,Medical,Very High,Male,High,High,1,Laboratory Technician,High,Single,Low,Average,1,No,Very High,Outstanding,High,0,7 to 10 years,5,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1207,Old,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,Low,Male,Very High,Medium,1,Research Scientist,Medium,Divorced,Average,Very High,5,No,Low,Excellent,Very High,1,7 to 10 years,1,Better,4 to 5 years,<= 2 years,1 year,<= 2 years
1208,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Medium,Male,Average,Medium,2,Laboratory Technician,Medium,Married,Average,Average,1,No,Average,Excellent,High,1,11 to 15 years,3,Best,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1209,Old,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,High,Male,Very High,Low,3,Healthcare Representative,Low,Divorced,Very High,Very High,3,No,Very High,Outstanding,High,1,Over 15 years,2,Best,<= 3 years,<= 2 years,None,<= 2 years
1210,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Male,High,Very High,1,Laboratory Technician,Very High,Married,Low,Average,1,No,High,Excellent,Very High,3,11 to 15 years,6,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
1211,Middle-Age,No,Travel_Frequently,Very High,Sales,Short,Master,Medical,High,Male,Low,Low,2,Sales Executive,Low,Divorced,Very High,Low,1,No,Average,Excellent,High,2,<= 6 years,2,Good,6 to 9 years,3 years,1 year,3 years
1212,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Medium,Female,Low,Medium,1,Research Scientist,Medium,Married,Average,High,1,No,Low,Excellent,Medium,0,7 to 10 years,3,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1213,Young,Yes,Travel_Rarely,Very High,Sales,Normal,Bachelor,Life Sciences,High,Male,Very High,High,1,Sales Representative,High,Divorced,Low,Very High,1,Yes,Very High,Outstanding,Medium,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1214,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Female,Very High,Very High,3,Healthcare Representative,Very High,Married,High,High,1,Yes,Very High,Excellent,Medium,1,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
1215,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Master,Medical,Low,Male,High,Medium,1,Research Scientist,Medium,Single,High,Average,0,Yes,Average,Excellent,High,0,<= 6 years,2,Best,4 to 5 years,4 to 7 years,1 year,Over 7 years
1216,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Medical,Very High,Male,High,High,2,Sales Executive,High,Married,High,Low,1,Yes,High,Excellent,Low,1,7 to 10 years,3,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1217,Young,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,High,Male,Average,Very High,1,Research Scientist,Very High,Married,Average,High,1,No,High,Excellent,Very High,1,<= 6 years,1,Better,4 to 5 years,3 years,None,Over 7 years
1218,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Marketing,Very High,Male,Low,High,3,Sales Executive,High,Single,Very High,High,1,No,Low,Excellent,Medium,0,7 to 10 years,3,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1219,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Medical,Very High,Female,Low,High,1,Laboratory Technician,High,Married,Average,Very High,9,No,High,Excellent,High,1,7 to 10 years,2,Better,4 to 5 years,3 years,1 year,<= 2 years
1220,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,High,Female,Average,High,2,Sales Representative,High,Single,Average,Low,3,No,High,Excellent,High,0,Over 15 years,2,Good,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
1221,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Below College,Life Sciences,High,Male,High,Medium,3,Healthcare Representative,Medium,Married,Very High,Low,3,No,Very High,Outstanding,Very High,1,Over 15 years,3,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
